Place,pH,pH (Cls) ,EC,EC (Cls) ,OC,OC (Cls) ,N,N (Cls) ,P,P (Cls) ,K,K( Cls) ,S,S (Cls) ,Zn,Zn (Cls) ,Fe,Fe (Cls) ,Cu,Cu( Cls) ,Mn,Mn (Cls) ,B,B( C ls) ,Suitable crop
coonoor,5.000, HAc,0.220,N   ,1.710,VH,217.800,L ,25.000,M ,105.000,L ,7.500,D,0.960,S,6.140,S,0.280,S,1.160,D,0.200,D,potato
coonoor,5.000, HAc,0.190,N   ,0.730,M ,231.600,L ,12.000,L ,37.000,VL,7.500,D,0.960,S,5.280,S,0.280,S,0.940,D,0.200,D,potato
coonoor,5.200, HAc,0.230,N   ,0.020,VL,141.700,L ,99.000,VH,37.000,VL,7.500,D,0.340,D,4.160,D,0.140,D,0.980,D,0.200,D,potato
coonoor,4.900, HAc,0.290,N   ,0.120,VL,138.300,VL,25.000,M ,420.000,H ,7.500,D,0.280,D,3.080,D,0.380,S,2.200,S,0.200,D,potato
coonoor,5.000, HAc,0.200,N   ,0.490,L ,204.000,L ,99.000,VH,173.000,M ,7.500,D,0.140,D,3.280,D,0.940,S,0.940,D,0.200,D,potato
coonoor,5.200, HAc,0.100,N   ,0.580,M ,335.400,M ,4.900,VL,173.000,M ,7.500,D,0.280,D,6.820,S,0.840,S,0.920,D,0.200,D,potato
coonoor,5.400, HAc,0.040,N   ,0.350,L ,349.200,M ,4.900,VL,99.000,L ,7.500,D,0.340,D,6.460,S,0.980,S,0.140,D,0.200,D,potato
coonoor,4.800, HAc,0.040,N   ,1.040,VH,273.100,L ,25.000,M ,117.000,L ,7.500,D,0.320,D,3.860,D,0.860,S,,,0.200,D,potato
coonoor,5.400, HAc,0.080,N   ,0.920,H ,321.500,M ,49.000,M ,228.000,M ,7.500,D,0.240,D,4.140,D,0.940,S,1.080,D,0.200,D,potato
coonoor,5.400, HAc,0.040,N   ,0.630,M ,321.500,M ,25.000,M ,185.000,M ,7.350,D,0.980,S,5.160,S,0.960,S,1.260,D,0.200,D,potato
coonoor,4.800, HAc,0.200,N   ,0.750,M ,864.500,VH,62.000,H ,259.300,M ,7.500,D,0.120,D,4.400,D,2.080,S,0.610,D,0.200,D,potato
coonoor,5.100, HAc,0.110,N   ,2.100,VH,962.500,VH,62.000,H ,269.400,M ,7.500,D,0.660,S,1.480,D,2.520,S,0.240,D,0.500,D,potato
coonoor,4.900, HAc,0.210,N   ,1.100,VH,1414.500,VH,173.000,VH,481.600,H ,7.500,D,0.240,D,2.860,D,0.790,S,1.220,D,0.500,D,potato
coonoor,4.900, HAc,0.070,N   ,0.500,L ,110.400,VL,12.000,L ,166.700,M ,7.500,D,0.160,D,0.910,D,1.480,S,1.080,D,0.200,D,potato
coonoor,5.300, HAc,0.060,N   ,0.950,H ,886.600,VH,12.000,L ,160.500,M ,7.500,D,0.820,S,2.260,D,4.240,S,0.920,D,0.200,D,potato
coonoor,5.200, HAc,0.100,N   ,1.050,VH,1638.000,VH,37.000,M ,370.500,H ,7.500,D,0.280,D,3.520,D,2.440,S,0.260,D,0.200,D,potato
coonoor,4.800, HAc,0.200,N   ,1.130,VH,879.700,VH,136.000,VH,333.400,M ,7.500,D,0.040,D,2.840,D,1.030,S,1.260,D,0.200,D,potato
coonoor,4.900, HAc,0.240,N   ,1.130,VH,810.700,VH,136.000,VH,370.500,H ,7.500,D,0.720,S,0.590,D,0.740,S,1.080,D,0.500,D,potato
coonoor,4.900, HAc,0.090,N   ,0.900,H ,741.700,VH,37.000,M ,234.600,M ,7.500,D,0.340,D,2.620,D,0.190,D,0.770,D,0.500,D,potato
coonoor,4.900, HAc,0.070,N   ,0.900,H ,886.600,VH,74.000,H ,333.400,M ,7.500,D,0.530,D,2.420,D,2.400,S,0.400,D,0.200,D,potato
coonoor,5.000, HAc,0.110,N   ,0.950,H ,165.600,L ,198.000,VH,534.400,H ,12.500,S,0.640,S,1.190,D,12.120,S,0.520,D,0.200,D,potato
coonoor,4.800, HAc,0.130,N   ,0.100,VL,1086.700,VH,161.000,VH,296.400,M ,7.500,D,0.940,S,0.670,D,0.200,D,0.880,D,0.200,D,potato
coonoor,5.400, HAc,0.400,N   ,0.640,M ,74.000,VL,81.000,H ,155.000,M ,40.000,S,1.760,S,44.130,S,0.740,S,11.420,S,2.000,S,potato
coonoor,5.200, HAc,0.640,N   ,0.990,H ,84.000,VL,25.000,M ,270.000,M ,13.000,S,0.860,S,15.820,S,0.980,S,7.260,S,12.000,S,potato
coonoor,5.300, HAc,0.110,N   ,0.500,L ,269.000,L ,167.096,VH,296.000,M ,37.500,S,5.260,S,22.700,S,6.400,S,0.980,D,1.600,S,potato
coonoor,5.200, HAc,0.140,N   ,0.020,VL,214.000,L ,237.000,VH,271.000,M ,200.000,S,1.020,S,22.600,S,5.580,S,1.150,D,2.000,S,potato
coonoor,5.400, HAc,0.100,N   ,0.750,M ,255.000,L ,175.370,VH,561.000,H ,125.000,S,0.910,S,20.300,S,8.000,S,1.280,D,0.900,S,potato
coonoor,5.200, HAc,0.100,N   ,0.990,H ,120.400,VL,44.000,M ,177.000,M ,5.000,D,0.740,S,46.600,S,0.980,S,4.260,S,0.200,D,potato
coonoor,4.900, HAc,0.480,N   ,0.600,M ,70.000,VL,22.000,L ,270.000,M ,5.000,D,0.910,S,15.820,S,1.240,S,6.820,S,0.500,D,potato
coonoor,5.300, HAc,0.180,N   ,2.010,VH,61.600,VL,127.000,VH,288.000,M ,0.500,D,0.840,S,36.600,S,1.080,S,12.260,S,0.200,D,potato
coonoor,5.400, HAc,0.230,N   ,1.940,VH,58.800,VL,90.000,H ,332.000,M ,13.000,S,0.860,S,42.200,S,1.060,S,11.940,S,0.010,D,potato
coonoor,5.200, HAc,0.440,N   ,1.800,VH,56.000,VL,96.000,VH,332.000,M ,13.000,S,1.140,S,44.180,S,1.220,S,10.840,S,0.200,D,potato
coonoor,4.900, HAc,0.430,N   ,1.940,VH,72.800,VL,121.000,VH,375.000,H ,0.500,D,1.240,S,38.120,S,2.080,S,12.140,S,0.200,D,potato
coonoor,5.000, HAc,0.120,N   ,0.240,VL,56.000,VL,71.000,H ,215.000,M ,30.000,S,0.780,S,49.100,S,0.940,S,5.220,S,0.200,D,potato
coonoor,5.300, HAc,0.100,N   ,0.960,H ,71.000,VL,177.000,VH,13.000,VL,1.080,D,0.200,D,40.000,S,1.100,S,4.720,S,58.200,S,potato
coonoor,5.300, HAc,0.100,N   ,0.840,H ,103.600,VL,78.000,H ,169.000,M ,5.000,D,1.100,S,56.600,S,1.120,S,8.910,S,0.200,D,potato
coonoor,5.200, HAc,0.140,N   ,0.960,H ,100.800,VL,90.000,H ,164.000,M ,5.000,D,1.080,S,51.220,S,1.200,S,33.470,S,0.200,D,potato
coonoor,4.900, HAc,0.300,N   ,0.830,H ,170.800,L ,62.000,H ,257.000,M ,30.000,S,0.980,S,43.150,S,0.980,S,4.120,S,0.200,D,potato
coonoor,5.100, HAc,0.390,N   ,0.340,L ,173.600,L ,52.000,M ,245.000,M ,13.000,S,0.740,S,42.260,S,0.960,S,3.180,S,0.200,D,potato
coonoor,5.100, HAc,0.390,N   ,0.240,VL,85.400,VL,52.000,M ,122.000,L ,30.000,S,0.820,S,48.900,S,0.940,S,3.240,S,0.500,D,potato
coonoor,5.200, HAc,0.350,N   ,0.090,VL,75.600,VL,62.000,H ,169.000,M ,13.000,S,1.140,S,46.660,S,0.920,S,4.160,S,2.000,S,potato
coonoor,5.000, HAc,0.390,N   ,0.340,L ,78.400,VL,52.000,M ,225.000,M ,23.000,S,1.260,S,53.410,S,0.460,S,4.220,S,2.000,S,potato
coonoor,5.000, HAc,0.370,N   ,0.860,H ,126.000,VL,44.000,M ,160.000,M ,5.000,D,0.840,S,42.200,S,0.840,S,5.080,S,5.000,S,potato
coonoor,5.200, HAc,0.370,N   ,0.770,H ,77.000,VL,44.000,M ,205.000,M ,5.000,D,0.980,S,52.200,S,0.260,S,4.180,S,0.200,D,potato
coonoor,5.100, HAc,0.370,N   ,1.070,VH,147.000,L ,44.000,M ,187.000,M ,30.000,S,0.980,S,56.620,S,2.080,S,3.980,S,0.200,D,potato
coonoor,5.100, HAc,0.370,N   ,0.830,H ,151.200,L ,62.000,H ,146.000,M ,13.000,S,1.150,S,49.100,S,1.960,S,3.220,S,0.500,D,potato
coonoor,5.100, HAc,0.370,N   ,0.550,M ,64.400,VL,59.000,H ,177.000,M ,30.000,S,0.960,S,48.150,S,1.140,S,3.180,S,0.200,D,potato
coonoor,5.200, HAc,0.330,N   ,1.160,VH,133.000,VL,59.000,H ,191.000,M ,5.000,D,0.920,S,43.150,S,1.260,S,3.260,S,0.500,D,potato
coonoor,5.100, HAc,0.340,N   ,1.320,VH,137.200,VL,62.000,H ,160.000,M ,13.000,S,0.840,S,47.200,S,0.980,S,3.200,S,0.500,D,potato
coonoor,5.200, HAc,0.310,N   ,1.010,VH,17.220,VL,44.000,M ,205.000,M ,23.000,S,0.820,S,51.250,S,0.940,S,4.260,S,0.500,D,potato
coonoor,5.200, HAc,0.320,N   ,0.860,H ,137.200,VL,33.000,M ,215.000,M ,5.000,D,0.840,S,42.200,S,0.980,S,3.440,S,0.500,D,potato
coonoor,5.200, HAc,0.340,N   ,0.550,M ,88.200,VL,33.000,M ,225.000,M ,5.000,D,0.820,S,44.150,S,2.080,S,3.400,S,0.200,D,potato
coonoor,5.100, HAc,0.340,N   ,0.340,L ,60.200,VL,33.000,M ,225.000,M ,5.000,D,0.820,S,44.150,S,2.080,S,3.400,S,0.200,D,potato
coonoor,5.100, HAc,0.340,N   ,0.490,L ,53.200,VL,52.000,M ,215.000,M ,13.000,S,0.960,S,41.900,S,2.150,S,3.220,S,0.500,D,potato
coonoor,5.100, HAc,0.330,N   ,0.550,M ,64.400,VL,59.000,H ,235.000,M ,23.000,S,0.980,S,52.200,S,2.220,S,4.320,S,0.500,D,potato
coonoor,5.200, HAc,0.280,N   ,1.160,VH,148.400,L ,44.000,M ,257.000,M ,5.000,D,0.940,S,48.200,S,0.920,S,3.220,S,0.500,D,potato
coonoor,5.400, HAc,0.230,N   ,1.940,VH,4.200,VL,90.000,H ,382.000,H ,13.000,S,0.860,S,42.000,S,1.060,S,11.940,S,0.200,D,potato
coonoor,5.400, HAc,0.420,N   ,1.940,VH,56.000,VL,102.000,VH,269.000,M ,0.500,D,0.920,S,46.220,S,1.140,S,11.220,S,0.200,D,potato
coonoor,5.200, HAc,0.440,N   ,1.800,VH,56.000,VL,96.000,VH,322.000,M ,30.000,S,1.140,S,44.180,S,1.220,S,10.820,S,0.200,D,potato
coonoor,4.900, HAc,0.430,N   ,1.940,VH,72.800,VL,121.000,VH,375.000,H ,15.000,S,0.240,D,38.120,S,2.080,S,12.140,S,0.200,D,potato
coonoor,4.800, HAc,0.220,N   ,2.220,VH,75.600,VL,78.000,H ,344.000,H ,5.000,D,0.080,D,36.600,S,2.160,S,10.820,S,0.200,D,potato
coonoor,4.800, HAc,0.180,N   ,1.970,VH,72.800,VL,65.000,H ,225.000,M ,13.000,S,1.260,S,42.120,S,2.220,S,11.900,S,0.200,D,potato
coonoor,5.200, HAc,0.140,N   ,1.950,VH,56.000,VL,90.000,H ,215.000,M ,5.000,D,0.080,D,48.160,S,2.140,S,11.940,S,0.200,D,potato
coonoor,5.400, HAc,0.180,N   ,1.450,VH,72.800,VL,78.000,H ,332.000,M ,13.000,S,0.010,D,52.160,S,2.260,S,12.960,S,0.200,D,potato
coonoor,5.200, HAc,0.220,N   ,1.450,VH,61.600,VL,44.000,M ,282.000,M ,5.000,D,0.980,S,36.600,S,2.140,S,12.400,S,0.200,D,potato
coonoor,5.200, HAc,0.260,N   ,1.970,VH,67.200,VL,65.000,H ,359.000,H ,13.000,S,0.840,S,41.300,S,2.180,S,10.960,S,0.010,D,potato
coonoor,5.000, HAc,0.280,N   ,1.370,VH,64.400,VL,33.000,M ,350.000,H ,5.000,D,0.820,S,42.240,S,1.960,S,11.250,S,0.200,D,potato
coonoor,4.900, HAc,0.240,N   ,1.740,VH,61.600,VL,44.000,M ,333.000,M ,5.000,D,0.780,S,43.300,S,1.940,S,11.220,S,0.500,D,potato
coonoor,4.800, HAc,0.180,N   ,1.020,VH,70.000,VL,44.000,M ,337.000,M ,5.000,D,1.140,S,40.600,S,1.280,S,10.940,S,0.050,D,potato
coonoor,5.200, HAc,0.240,N   ,1.800,VH,72.800,VL,65.000,H ,269.000,M ,0.500,D,0.940,S,41.200,S,1.140,S,11.240,S,0.200,D,potato
coonoor,5.400, HAc,0.220,N   ,1.080,VH,78.400,VL,78.000,H ,282.000,M ,0.500,D,0.960,S,46.720,S,1.220,S,12.500,S,0.200,D,potato
coonoor,5.000, HAc,1.880,N   ,77.000,VH,44.000,VL,307.000,VH,0.200,VL,23.000,S,0.820,S,45.300,S,1.180,S,10.960,S,0.200,D,potato
coonoor,4.800, HAc,0.080,N   ,0.370,L ,56.000,VL,44.000,M ,160.000,M ,30.000,S,0.820,S,46.200,S,1.080,S,3.220,S,0.500,D,potato
coonoor,5.000, HAc,0.040,N   ,0.670,M ,70.000,VL,32.000,M ,220.000,M ,5.000,D,0.820,S,0.200,D,4.060,S,3.160,S,0.800,S,potato
coonoor,5.400, HAc,0.030,N   ,1.160,VH,142.800,L ,96.000,VH,138.000,L ,13.000,S,1.140,S,46.400,S,1.280,S,3.220,S,0.200,D,potato
coonoor,5.200, HAc,0.140,N   ,0.020,VL,179.800,L ,25.000,M ,235.000,M ,5.000,D,0.980,S,3.140,D,0.630,S,1.960,D,0.500,D,potato
coonoor,4.800, HAc,0.060,N   ,0.120,VL,207.400,L ,27.000,M ,315.000,M ,5.000,D,2.130,S,3.960,D,0.630,S,1.800,D,0.500,D,potato
coonoor,5.200, HAc,0.180,N   ,0.720,M ,221.300,L ,25.000,M ,315.000,M ,5.000,D,1.600,S,3.960,D,0.630,S,2.600,S,0.200,D,potato
coonoor,5.400, HAc,0.010,N   ,1.440,VH,119.000,VL,94.000,VH,52.000,VL,13.000,S,0.860,S,56.220,S,0.960,S,5.100,S,0.200,D,potato
coonoor,5.000, HAc,0.120,N   ,0.240,VL,560.000,M ,215.000,VH,71.000,VL,13.000,S,0.780,S,49.100,S,0.940,S,5.220,S,0.200,D,potato
coonoor,5.300, HAc,0.100,N   ,0.960,H ,77.000,VL,177.000,VH,71.000,VL,13.000,S,1.080,S,58.200,S,1.140,S,4.720,S,0.200,D,potato
coonoor,5.300, HAc,0.100,N   ,0.840,H ,103.600,VL,169.000,VH,78.000,L ,5.000,D,1.100,S,56.600,S,1.120,S,3.980,S,0.200,D,potato
coonoor,5.200, HAc,0.140,N   ,0.960,H ,100.800,VL,164.000,VH,90.000,L ,5.000,D,1.080,S,51.220,S,1.200,S,3.470,S,0.200,D,potato
coonoor,4.900, HAc,0.340,N   ,0.830,H ,173.600,L ,62.000,H ,257.000,M ,30.000,S,0.760,S,43.150,S,0.980,S,4.120,S,0.500,D,potato
coonoor,4.900, HAc,0.390,N   ,0.340,L ,85.400,VL,52.000,M ,245.000,M ,13.000,S,0.740,S,48.900,S,0.960,S,3.180,S,0.500,D,potato
coonoor,5.100, HAc,0.390,N   ,0.240,VL,75.600,VL,52.000,M ,245.000,M ,13.000,S,0.740,S,48.900,S,0.940,S,3.240,S,0.500,D,potato
coonoor,5.200, HAc,0.350,N   ,0.090,VL,75.600,VL,52.000,M ,122.000,L ,30.000,S,1.140,S,46.600,S,0.920,S,4.160,S,0.200,D,potato
coonoor,5.000, HAc,0.390,N   ,0.340,L ,78.400,VL,62.000,H ,169.000,M ,13.000,S,1.140,S,46.600,S,0.920,S,4.160,S,0.200,D,potato
coonoor,5.000, HAc,0.370,N   ,0.860,H ,126.000,VL,52.000,M ,225.000,M ,23.000,S,1.260,S,53.410,S,0.960,S,4.220,S,0.200,D,potato
coonoor,5.200, HAc,0.370,N   ,0.770,H ,77.000,VL,44.000,M ,160.000,M ,5.000,D,0.840,S,42.200,S,0.840,S,5.080,S,0.500,D,potato
coonoor,5.100, HAc,0.370,N   ,1.070,VH,147.000,L ,44.000,M ,205.000,M ,5.000,D,0.980,S,52.200,S,0.260,S,4.180,S,0.200,D,potato
coonoor,5.100, HAc,0.370,N   ,0.830,H ,151.200,L ,44.000,M ,187.000,M ,30.000,S,0.980,S,56.620,S,2.080,S,9.980,S,0.200,D,potato
coonoor,5.200, HAc,0.370,N   ,0.920,H ,135.800,VL,62.000,H ,146.000,M ,13.000,S,1.150,S,49.100,S,1.960,S,3.220,S,0.500,D,potato
coonoor,5.100, HAc,0.370,N   ,0.550,M ,64.400,VL,52.000,M ,134.000,L ,5.000,D,1.080,S,48.220,S,1.950,S,3.640,S,0.500,D,potato
coonoor,5.200, HAc,0.330,N   ,1.160,VH,133.000,VL,59.000,H ,177.000,M ,30.000,S,0.960,S,48.150,S,1.140,S,3.180,S,0.200,D,potato
coonoor,5.100, HAc,0.340,N   ,1.320,VH,137.200,VL,59.000,H ,191.000,M ,5.000,D,0.920,S,43.150,S,1.140,S,3.180,S,0.500,D,potato
coonoor,5.100, HAc,0.310,N   ,1.010,VH,172.200,L ,62.000,H ,160.000,M ,13.000,S,0.840,S,47.200,S,0.980,S,3.200,S,0.500,D,potato
coonoor,5.200, HAc,0.320,N   ,0.860,H ,137.200,VL,44.000,M ,205.000,M ,23.000,S,0.820,S,51.250,S,0.940,S,4.260,S,0.500,D,potato
coonoor,5.200, HAc,0.340,N   ,0.550,M ,88.200,VL,33.000,M ,215.000,M ,5.000,D,0.840,S,42.200,S,0.940,S,3.440,S,0.500,D,potato
coonoor,5.100, HAc,0.340,N   ,0.340,L ,60.200,VL,33.000,M ,215.000,M ,5.000,D,0.840,S,42.200,S,2.080,S,3.440,S,0.500,D,potato
coonoor,5.100, HAc,0.340,N   ,0.490,L ,53.200,VL,52.000,M ,215.000,M ,13.000,S,0.960,S,41.900,S,2.150,S,3.220,S,0.500,D,potato
coonoor,5.100, HAc,0.330,N   ,0.550,M ,64.400,VL,59.000,H ,235.000,M ,23.000,S,0.980,S,52.200,S,2.220,S,4.320,S,0.500,D,potato
coonoor,5.200, HAc,0.310,N   ,0.770,H ,74.200,VL,62.000,H ,225.000,M ,13.000,S,0.900,S,51.600,S,0.960,S,2.840,S,0.200,D,potato
coonoor,5.200, HAc,0.280,N   ,1.160,VH,148.600,L ,62.000,H ,225.000,M ,13.000,S,0.200,D,52.200,S,0.940,S,3.180,S,0.200,D,potato
coonoor,5.200, HAc,0.280,N   ,1.160,VH,148.400,L ,44.000,M ,257.000,M ,5.000,D,0.940,S,48.200,S,0.920,S,3.220,S,0.500,D,potato
coonoor,5.200, HAc,0.100,N   ,0.990,H ,120.400,VL,44.000,M ,177.000,M ,13.000,S,0.840,S,41.400,S,1.140,S,6.150,S,0.200,D,potato
coonoor,5.400, HAc,0.010,N   ,1.440,VH,119.000,VL,52.000,M ,94.000,L ,13.000,S,0.860,S,56.220,S,0.960,S,5.100,S,0.200,D,potato
coonoor,5.000, HAc,0.120,N   ,0.240,VL,56.000,VL,245.000,VH,78.000,L ,13.000,S,0.960,S,61.740,S,1.100,S,5.150,S,0.200,D,potato
coonoor,5.300, HAc,0.140,N   ,0.840,H ,103.600,VL,169.000,VH,78.000,L ,5.000,D,1.100,S,56.600,S,1.120,S,3.980,S,0.200,D,potato
coonoor,5.300, HAc,0.100,N   ,0.260,L ,67.500,VL,235.000,VH,84.000,L ,5.000,D,1.080,S,66.200,S,1.150,S,5.150,S,0.200,D,potato
gudalur,5.400, HAc,0.100,N   ,0.170,VL,297.390,M ,65.000,H ,130.000,L ,23.000,S,1.290,S,16.850,S,2.000,S,0.750,D,2.000,S,potato
gudalur,5.200, HAc,0.050,N   ,1.540,VH,182.000,L ,31.880,M ,650.000,H ,25.000,S,1.280,S,30.340,S,2.020,S,1.400,D,0.500,D,potato
gudalur,5.400, HAc,0.070,N   ,1.560,VH,117.600,VL,22.000,L ,225.000,M ,13.000,S,1.220,S,50.000,S,1.740,S,2.160,S,0.500,D,potato
gudalur,5.400, HAc,0.050,N   ,1.440,VH,109.200,VL,62.000,H ,332.000,M ,5.000,D,0.820,S,51.660,S,2.160,S,2.240,S,0.200,D,potato
gudalur,4.800, HAc,0.140,N   ,0.450,L ,77.000,VL,160.000,VH,450.000,H ,75.000,S,1.080,S,74.080,S,1.080,S,3.220,S,0.200,D,potato
gudalur,4.800, HAc,0.150,N   ,0.450,L ,81.200,VL,180.000,VH,498.000,H ,30.000,S,1.150,S,54.100,S,1.260,S,2.100,S,0.500,D,potato
gudalur,5.200, HAc,0.180,N   ,0.040,VL,75.600,VL,78.000,H ,338.000,H ,30.000,S,1.220,S,54.100,S,1.140,S,,,0.500,D,potato
gudalur,5.200, HAc,0.040,N   ,0.090,VL,84.200,VL,22.000,L ,215.000,M ,13.000,S,0.920,S,42.260,S,1.080,S,2.260,S,0.200,D,potato
gudalur,4.800, HAc,0.100,N   ,0.350,L ,77.000,VL,197.000,VH,450.000,H ,13.000,S,1.140,S,70.220,S,1.245,S,1.080,D,0.500,D,potato
gudalur,5.300, HAc,0.120,N   ,0.180,VL,183.000,L ,12.350,L ,278.000,M ,5.000,D,2.150,S,32.160,S,0.860,S,11.420,S,1.600,S,potato
gudalur,4.800, HAc,0.150,N   ,0.180,VL,225.000,L ,27.170,M ,482.000,H ,5.000,D,0.980,S,32.160,S,1.410,S,11.420,S,1.600,S,potato
gudalur,4.800, HAc,0.150,N   ,0.480,L ,225.000,L ,121.300,VH,525.000,H ,30.000,S,1.480,S,27.760,S,0.860,S,12.160,S,1.200,S,potato
gudalur,4.900, HAc,0.130,N   ,0.240,VL,221.000,L ,108.680,VH,543.000,H ,23.000,S,3.460,S,24.160,S,0.760,S,11.080,S,0.500,D,potato
gudalur,4.900, HAc,0.120,N   ,0.480,L ,239.000,L ,108.680,VH,506.000,H ,13.000,S,3.420,S,32.060,S,1.320,S,19.630,S,1.600,S,potato
gudalur,4.900, HAc,0.130,N   ,0.420,L ,239.000,L ,128.440,VH,513.000,H ,13.000,S,3.420,S,32.060,S,1.320,S,19.630,S,1.600,S,potato
gudalur,5.300, HAc,0.120,N   ,0.240,VL,239.000,L ,108.680,VH,482.000,H ,13.000,S,3.420,S,32.060,S,0.940,S,11.080,S,1.600,S,potato
gudalur,5.000, HAc,0.130,N   ,0.540,M ,187.000,L ,108.680,VH,494.000,H ,5.000,D,2.980,S,20.140,S,1.030,S,18.320,S,1.200,S,potato
gudalur,5.300, HAc,0.150,N   ,0.240,VL,228.000,L ,121.030,VH,451.000,H ,30.000,S,1.960,S,44.760,S,0.760,S,15.160,S,1.200,S,potato
gudalur,5.300, HAc,0.150,N   ,,,0.540,VL,145.730,VH,513.000,H ,38.000,S,3.080,S,32.060,S,1.450,S,19.160,S,1.600,S,potato
gudalur,5.400, HAc,0.150,N   ,0.480,L ,242.000,L ,138.320,VH,506.000,H ,13.000,S,2.760,S,22.080,S,1.026,S,19.160,S,1.200,S,potato
gudalur,5.200, HAc,0.150,N   ,0.480,L ,207.000,L ,121.030,VH,525.000,H ,13.000,S,1.940,S,22.080,S,1.260,S,19.160,S,1.200,S,potato
gudalur,5.400, HAc,0.150,N   ,0.540,M ,332.000,M ,128.440,VH,451.000,H ,5.000,D,2.760,S,24.760,S,1.030,S,18.320,S,2.200,S,potato
gudalur,5.100, HAc,0.130,N   ,0.240,VL,207.000,L ,81.510,H ,494.000,H ,5.000,D,1.450,S,24.760,S,1.080,S,18.320,S,2.200,S,potato
gudalur,5.100, HAc,0.210,N   ,0.300,L ,207.000,L ,121.030,VH,451.000,H ,30.000,S,0.960,S,44.160,S,2.160,S,17.160,S,0.200,D,potato
gudalur,5.200, HAc,0.150,N   ,0.180,VL,131.000,VL,12.350,L ,278.000,M ,38.000,S,1.140,S,44.160,S,2.160,S,17.160,S,0.200,D,potato
gudalur,5.200, HAc,0.180,N   ,0.180,VL,39.520,VL,176.000,VH,272.000,M ,38.000,S,1.140,S,26.150,S,1.320,S,10.060,S,0.900,S,potato
gudalur,5.200, HAc,0.180,N   ,0.180,VL,54.340,VL,176.000,VH,296.000,M ,23.000,S,1.140,S,36.230,S,1.320,S,18.320,S,0.500,D,potato
gudalur,5.200, HAc,0.120,N   ,1.080,VH,204.000,L ,81.510,H ,333.000,M ,23.000,S,1.140,S,36.230,S,1.320,S,18.320,S,0.500,D,potato
gudalur,5.000, HAc,0.120,N   ,0.540,M ,98.000,VL,38.000,M ,20.000,VL,23.000,S,1.430,S,90.880,S,2.560,S,6.180,S,1.200,S,potato
gudalur,5.100, HAc,0.130,N   ,0.300,L ,211.000,L ,54.340,M ,278.000,M ,5.000,D,3.460,S,26.420,S,0.760,S,11.580,S,1.600,S,potato
gudalur,4.900, HAc,0.040,N   ,0.180,VL,81.000,VL,38.000,M ,75.000,L ,5.000,D,0.870,S,77.890,S,3.080,S,4.160,S,0.500,D,potato
gudalur,4.800, HAc,0.100,N   ,0.180,VL,88.000,VL,33.000,M ,93.000,L ,5.000,D,0.760,S,91.500,S,1.950,S,6.320,S,1.600,S,potato
gudalur,4.800, HAc,0.130,N   ,0.480,L ,87.000,VL,50.000,M ,130.000,L ,13.000,S,1.560,S,87.560,S,1.450,S,7.260,S,1.600,S,potato
gudalur,4.900, HAc,0.140,N   ,0.600,M ,84.000,VL,25.000,M ,130.000,L ,23.000,S,1.910,S,84.580,S,2.080,S,6.320,S,1.200,S,potato
gudalur,4.800, HAc,0.050,N   ,0.540,M ,76.000,VL,50.000,M ,140.000,L ,30.000,S,1.480,S,74.940,S,1.630,S,11.470,S,0.900,S,potato
gudalur,4.800, HAc,0.120,N   ,0.420,L ,106.000,VL,50.000,M ,160.000,M ,23.000,S,1.150,S,41.380,S,1.890,S,8.170,S,2.000,S,potato
gudalur,5.200, HAc,0.060,N   ,0.240,VL,99.000,VL,25.000,M ,53.000,VL,5.000,D,1.590,S,81.760,S,2.630,S,9.130,S,0.900,S,potato
gudalur,5.000, HAc,0.040,N   ,0.480,L ,83.000,VL,25.000,M ,145.000,M ,5.000,D,1.800,S,84.080,S,1.580,S,7.240,S,1.200,S,potato
gudalur,4.900, HAc,0.070,N   ,0.720,M ,94.000,VL,50.000,M ,200.000,M ,30.000,S,0.460,D,86.320,S,1.080,S,8.240,S,1.200,S,potato
gudalur,4.800, HAc,0.080,N   ,0.600,M ,99.000,VL,55.000,M ,175.000,M ,38.000,S,1.210,S,79.470,S,3.150,S,9.160,S,1.600,S,potato
gudalur,5.000, HAc,0.040,N   ,0.120,VL,101.000,VL,55.000,M ,100.000,L ,23.000,S,0.130,D,81.080,S,2.160,S,10.450,S,1.200,S,potato
gudalur,5.100, HAc,0.240,N   ,1.060,VH,145.000,L ,93.860,VH,420.000,H ,13.000,S,1.020,S,41.400,S,1.340,S,12.650,S,0.130,D,potato
gudalur,5.200, HAc,0.250,N   ,1.140,VH,440.000,M ,153.000,VH,617.000,H ,5.000,D,2.120,S,3.900,D,2.160,S,8.470,S,0.200,D,potato
gudalur,5.100, HAc,0.400,N   ,0.000,VL,,,,,,,,,,,,,,,,,,,potato
gudalur,5.100, HAc,0.100,N   ,0.940,H ,197.000,L ,93.860,VH,358.000,H ,0.500,D,0.940,S,34.500,S,1.060,S,,,0.500,D,potato
gudalur,5.100, HAc,0.400,N   ,0.870,H ,356.000,M ,12.800,L ,296.000,M ,5.000,D,0.780,S,4.240,D,0.810,S,20.340,S,0.500,D,potato
gudalur,4.900, HAc,0.800,N   ,0.600,M ,349.000,M ,175.000,VH,13.030,VL,13.000,S,1.360,S,17.320,S,0.900,S,9.900,S,0.200,D,potato
